Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Average calibration accuracy (mm),Average calibration precision SD (mm),Average calibration precision RMS (mm),Average calibration accuracy (degrees),Average calibration precision SD (degrees),Average calibration precision RMS (degrees),Average calibration accuracy (pixels),Average calibration precision SD (pixels),Average calibration precision RMS (pixels),Average validation accuracy (mm),Average validation precision SD (mm),Average validation precision RMS (mm),Average validation accuracy (degrees),Average validation precision SD (degrees),Average validation precision RMS (degrees),Average validation accuracy (pixels),Average validation precision SD (pixels),Average validation precision RMS (pixels),Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Eye openness left,Eye openness right,Eye openness filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Ungrouped,Client area position X (DACSpx),Client area position Y (DACSpx),Viewport position X,Viewport position Y,Viewport width,Viewport height,Full page width,Full page height,Mouse position X,Mouse position Y
165139075,513718197698,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774883538,,,968,739,985,716,951,763,0.06299,0.16905,-0.98359,-0.04451,0.18806,-0.98115,3.693,3.546,3.614,,,,Valid,Valid,230.3,90.6,613.0,288.2,90.5,616.6,269.5,196.0,260.2,208.7,0.5041,0.6845,0.513,0.6631,0.4953,0.706,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165143075,513718201698,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774887538,,,971,740,991,724,950,755,0.06571,0.17233,-0.98284,-0.04494,0.18502,-0.98171,3.669,3.561,3.62,,,,Valid,Valid,230.3,90.6,613.0,288.2,90.5,616.6,271.3,198.1,260.0,206.7,0.5055,0.6848,0.5163,0.6702,0.4948,0.6993,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165147074,513718205697,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774891537,,,966,742,988,726,945,757,0.0642,0.17323,-0.98279,-0.04721,0.18581,-0.98145,3.681,3.54,3.62,,,,Valid,Valid,230.3,90.6,613.0,288.2,90.5,616.6,270.3,198.7,258.5,207.2,0.5033,0.6866,0.5145,0.6721,0.4921,0.7011,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165151074,513718209697,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774895537,,,962,742,986,725,938,759,0.0632,0.17293,-0.9829,-0.05008,0.18667,-0.98114,3.697,3.547,3.622,,,,Valid,Valid,230.3,90.6,613.0,288.2,90.5,616.6,269.7,198.5,256.7,207.8,0.501,0.6872,0.5133,0.6715,0.4886,0.703,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165155074,513718213697,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774899537,,,964,738,983,713,946,763,0.06212,0.16768,-0.98388,-0.04665,0.1884,-0.98098,3.718,3.563,3.623,,,,Valid,Valid,230.3,90.6,613.0,288.2,90.5,616.6,269.0,195.1,258.9,208.9,0.5023,0.6834,0.5119,0.66,0.4927,0.7068,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165159075,513718217698,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774903538,,,971,738,992,718,949,757,0.06618,0.17001,-0.98322,-0.04542,0.18589,-0.98152,3.7,3.543,3.63,,,,Valid,Valid,230.3,90.6,612.9,288.2,90.5,616.6,271.6,196.6,259.7,207.2,0.5055,0.6832,0.5168,0.6652,0.4942,0.7012,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165163075,513718221698,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774907538,,,970,739,987,722,952,756,0.06372,0.17145,-0.98313,-0.04395,0.1852,-0.98172,3.706,3.556,3.63,,,,Valid,Valid,230.3,90.6,612.9,288.2,90.4,616.6,270.0,197.5,260.6,206.8,0.505,0.6839,0.5139,0.6682,0.496,0.6996,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165167074,513718225697,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774911537,,,964,743,986,725,943,761,0.06321,0.17294,-0.9829,-0.04789,0.18765,-0.98107,3.704,3.567,3.627,,,,Valid,Valid,230.3,90.6,612.9,288.2,90.4,616.7,269.7,198.4,258.1,208.4,0.5023,0.6882,0.5133,0.6714,0.4913,0.705,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165171074,513718229697,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774915537,,,968,741,986,723,950,760,0.06343,0.17191,-0.98307,-0.04502,0.18711,-0.98131,3.685,3.554,3.627,,,,Valid,Valid,230.3,90.6,612.9,288.2,90.4,616.7,269.9,197.8,259.9,208.0,0.5041,0.6865,0.5136,0.6692,0.4947,0.7038,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
165175074,513718233697,Eye Tracker,LipReading_BJ,10/21/2025,ZKM,Recording56,10/18/2025,10/18/2025,21:39:53.346,13:39:53.346,438868,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.8,2.3,2.1,0.3,0.18,0.16,14,9,8,10.6,1.9,2.0,0.88,0.16,0.17,39,7,7,3774919537,,,965,743,981,723,948,764,0.06134,0.17201,-0.98318,-0.04591,0.18873,-0.98095,3.701,3.547,3.623,,,,Valid,Valid,230.3,90.6,612.9,288.2,90.4,616.6,268.6,197.8,259.4,209.1,0.5024,0.6883,0.5111,0.6693,0.4936,0.7074,Screen Recording,Screen Recording Recording56.mp4,1920,1080,0,0,960,540,Fixation,2400,337,960,749,0.5001,0.6936,,,,,,,,,,,
