Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Average calibration accuracy (mm),Average calibration precision SD (mm),Average calibration precision RMS (mm),Average calibration accuracy (degrees),Average calibration precision SD (degrees),Average calibration precision RMS (degrees),Average calibration accuracy (pixels),Average calibration precision SD (pixels),Average calibration precision RMS (pixels),Average validation accuracy (mm),Average validation precision SD (mm),Average validation precision RMS (mm),Average validation accuracy (degrees),Average validation precision SD (degrees),Average validation precision RMS (degrees),Average validation accuracy (pixels),Average validation precision SD (pixels),Average validation precision RMS (pixels),Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Eye openness left,Eye openness right,Eye openness filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Ungrouped,Client area position X (DACSpx),Client area position Y (DACSpx),Viewport position X,Viewport position Y,Viewport width,Viewport height,Full page width,Full page height,Mouse position X,Mouse position Y
585571870,489790670957,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018324574,,,967,733,973,728,962,738,0.07673,0.2252,-0.97129,-0.03641,0.23455,-0.97142,3.334,3.287,3.303,,,,Valid,Valid,225.3,79.1,518.3,282.9,75.0,525.2,266.2,199.3,263.2,201.8,0.5038,0.6786,0.5067,0.6743,0.5009,0.6829,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585575861,489790674948,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018328565,,,975,731,988,732,962,730,0.08461,0.22679,-0.97026,-0.03622,0.23093,-0.9723,3.344,3.271,3.303,,,,Valid,Valid,225.2,79.2,518.2,282.9,75.1,525.2,270.4,200.3,263.3,199.8,0.5079,0.6769,0.5147,0.6778,0.5011,0.6759,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585579861,489790678948,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018332565,,,968,730,977,728,959,732,0.07895,0.2251,-0.97113,-0.03798,0.232,-0.97197,3.339,3.27,3.303,,,,Valid,Valid,225.2,79.2,518.1,282.8,75.1,525.1,267.3,199.3,262.3,200.4,0.504,0.6763,0.5088,0.6745,0.4992,0.6781,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585583862,489790682949,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018336566,,,970,728,976,729,965,728,0.07855,0.22544,-0.97108,-0.03471,0.22983,-0.97261,3.332,3.272,3.302,,,,Valid,Valid,225.2,79.2,518.3,282.8,75.1,525.2,267.1,199.5,264.1,199.2,0.5054,0.6744,0.5083,0.675,0.5025,0.6738,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585587861,489790686948,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018340565,,,967,730,975,729,960,730,0.07817,0.22544,-0.97112,-0.03714,0.23094,-0.97226,3.327,3.288,3.3,,,,Valid,Valid,225.1,79.2,518.2,282.8,75.1,525.2,266.8,199.5,262.7,199.8,0.5039,0.6756,0.5078,0.6751,0.4999,0.6761,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585591861,489790690948,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018344565,,,971,731,980,731,961,732,0.08084,0.22623,-0.97071,-0.03651,0.23158,-0.97213,3.323,3.28,3.298,,,,Valid,Valid,225.1,79.3,518.1,282.7,75.1,525.1,268.2,200.0,263.0,200.2,0.5055,0.6771,0.5105,0.6768,0.5005,0.6774,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585595861,489790694948,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018348565,,,972,724,980,727,964,722,0.08092,0.22421,-0.97117,-0.03505,0.22686,-0.9733,3.315,3.272,3.297,,,,Valid,Valid,225.0,79.3,518.1,282.7,75.2,525.0,268.2,198.9,263.8,197.5,0.5062,0.6707,0.5104,0.6731,0.502,0.6683,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585599861,489790698948,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018352565,,,966,725,975,722,957,728,0.07839,0.22194,-0.9719,-0.03847,0.22986,-0.97246,3.32,3.262,3.297,,,,Valid,Valid,225.0,79.3,518.1,282.6,75.1,525.1,266.8,197.6,261.8,199.3,0.503,0.6714,0.5077,0.6687,0.4983,0.6742,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585603862,489790702949,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018356566,,,974,724,975,727,972,722,0.07881,0.22412,-0.97137,-0.03084,0.22693,-0.97342,3.318,3.274,3.297,,,,Valid,Valid,224.9,79.4,518.1,282.6,75.1,525.1,267.0,198.9,265.9,197.6,0.5071,0.6707,0.5081,0.673,0.5061,0.6684,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
585607861,489790706948,Eye Tracker,LipReading_BJ,10/21/2025,SXZ,Recording26,10/18/2025,10/18/2025,14:54:45.528,06:54:45.528,666740,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,4.5,6.0,7.5,0.41,0.52,0.64,16,22,28,3.8,5.1,1.9,0.4,0.52,0.19,14,19,7,4018360565,,,971,730,975,727,967,733,0.07876,0.22441,-0.97131,-0.0331,0.23202,-0.97215,3.351,3.285,3.308,,,,Valid,Valid,224.9,79.4,518.1,282.5,75.2,525.0,266.9,199.1,264.6,200.5,0.5058,0.6759,0.5079,0.6735,0.5036,0.6783,Screen Recording,Screen Recording Recording26.mp4,1920,1080,0,0,960,540,Fixation,1032,1607,968,722,0.5042,0.6684,,,,,,,,,,,
