Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Average calibration accuracy (mm),Average calibration precision SD (mm),Average calibration precision RMS (mm),Average calibration accuracy (degrees),Average calibration precision SD (degrees),Average calibration precision RMS (degrees),Average calibration accuracy (pixels),Average calibration precision SD (pixels),Average calibration precision RMS (pixels),Average validation accuracy (mm),Average validation precision SD (mm),Average validation precision RMS (mm),Average validation accuracy (degrees),Average validation precision SD (degrees),Average validation precision RMS (degrees),Average validation accuracy (pixels),Average validation precision SD (pixels),Average validation precision RMS (pixels),Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Eye openness left,Eye openness right,Eye openness filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Ungrouped,Client area position X (DACSpx),Client area position Y (DACSpx),Viewport position X,Viewport position Y,Viewport width,Viewport height,Full page width,Full page height,Mouse position X,Mouse position Y
459153711,469097537800,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314639789,,,996,611,998,622,994,600,0.11379,0.14867,-0.98232,-0.00726,0.1433,-0.98965,3.037,3.101,3.065,,,,Valid,Valid,214.5,93.7,505.0,275.7,91.1,505.8,273.0,170.1,272.0,164.3,0.5186,0.5658,0.5195,0.5756,0.5177,0.556,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459157711,469097541800,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314643790,,,994,608,995,611,993,605,0.11279,0.14313,-0.98326,-0.00782,0.14548,-0.98933,3.02,3.127,3.069,,,,Valid,Valid,214.5,93.7,505.0,275.7,91.1,505.8,272.4,167.2,271.7,165.5,0.5178,0.5628,0.5185,0.5658,0.5171,0.5599,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459161711,469097545800,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314647790,,,994,608,996,612,992,604,0.11285,0.14375,-0.98316,-0.00811,0.1453,-0.98935,3.003,3.124,3.071,,,,Valid,Valid,214.5,93.7,505.1,275.7,91.1,505.8,272.5,167.5,271.6,165.4,0.5177,0.5632,0.5185,0.5668,0.5168,0.5595,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459165711,469097549800,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314651789,,,995,603,1002,607,989,600,0.11632,0.14093,-0.98316,-0.0101,0.14307,-0.98966,3.014,3.122,3.069,,,,Valid,Valid,214.5,93.7,505.1,275.7,91.1,505.8,274.2,166.1,270.6,164.2,0.5184,0.5588,0.5219,0.562,0.5149,0.5556,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459169710,469097553799,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314655789,,,995,605,999,612,991,599,0.11459,0.14373,-0.98296,-0.00885,0.1424,-0.98977,3.027,3.112,3.067,,,,Valid,Valid,214.5,93.7,505.1,275.7,91.1,505.8,273.4,167.5,271.2,163.9,0.5182,0.5606,0.5202,0.5669,0.5161,0.5544,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459173710,469097557799,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314659789,,,993,607,995,611,991,602,0.11233,0.14335,-0.98328,-0.00885,0.14397,-0.98954,3.012,3.142,3.067,,,,Valid,Valid,214.5,93.7,505.1,275.7,91.1,505.8,272.2,167.3,271.2,164.7,0.5171,0.5617,0.518,0.5661,0.5161,0.5572,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459177711,469097561800,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314663790,,,997,604,999,609,996,600,0.11457,0.14201,-0.98321,-0.00612,0.14295,-0.98971,3.0,3.106,3.072,,,,Valid,Valid,214.5,93.7,505.1,275.7,91.1,505.8,273.3,166.7,272.6,164.1,0.5195,0.5596,0.5202,0.5638,0.5188,0.5554,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459181711,469097565800,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314667790,,,993,603,995,604,991,602,0.11284,0.1393,-0.9838,-0.00856,0.14433,-0.98949,2.99,3.136,3.074,,,,Valid,Valid,214.5,93.7,505.1,275.7,91.1,505.9,272.4,165.2,271.3,164.9,0.5174,0.5584,0.5184,0.559,0.5164,0.5578,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459185710,469097569799,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314671789,,,989,604,993,609,985,600,0.11149,0.14231,-0.98352,-0.01234,0.14412,-0.98948,3.008,3.154,3.08,,,,Valid,Valid,214.5,93.7,505.1,275.9,90.1,507.6,271.7,166.8,269.5,164.1,0.515,0.5597,0.5171,0.5643,0.513,0.5551,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
459189710,469097573799,Eye Tracker,LipReading_BJ,10/21/2025,WJW,Recording4,10/18/2025,10/18/2025,09:11:59.399,01:11:59.399,531993,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,5.5,4.4,5.7,0.58,0.47,0.61,20,16,21,4.1,1.5,1.9,0.46,0.17,0.21,15,6,7,4314675789,,,994,614,998,609,990,620,0.11433,0.14206,-0.98323,-0.00975,0.15467,-0.98792,3.007,3.162,3.083,,,,Valid,Valid,214.4,93.7,505.1,275.9,90.1,507.6,273.2,166.7,270.9,169.6,0.5177,0.5689,0.5199,0.5639,0.5155,0.5739,Screen Recording,Screen Recording Recording4.mp4,1920,1080,0,0,960,540,Fixation,264,1376,993,607,0.517,0.5623,,,,,,,,,,,
