Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Average calibration accuracy (mm),Average calibration precision SD (mm),Average calibration precision RMS (mm),Average calibration accuracy (degrees),Average calibration precision SD (degrees),Average calibration precision RMS (degrees),Average calibration accuracy (pixels),Average calibration precision SD (pixels),Average calibration precision RMS (pixels),Average validation accuracy (mm),Average validation precision SD (mm),Average validation precision RMS (mm),Average validation accuracy (degrees),Average validation precision SD (degrees),Average validation precision RMS (degrees),Average validation accuracy (pixels),Average validation precision SD (pixels),Average validation precision RMS (pixels),Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Eye openness left,Eye openness right,Eye openness filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Ungrouped,Client area position X (DACSpx),Client area position Y (DACSpx),Viewport position X,Viewport position Y,Viewport width,Viewport height,Full page width,Full page height,Mouse position X,Mouse position Y
219087258,480855842320,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073055684,,,950,692,,,950,692,,,,-0.00366,0.12125,-0.99261,,2.953,2.996,,,,Invalid,Valid,,,,262.1,113.6,621.1,,,259.9,189.5,0.4945,0.641,,,0.4945,0.641,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219091256,480855846318,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073059683,,,950,691,945,695,955,688,0.09817,0.12105,-0.98778,-0.0011,0.11937,-0.99285,3.048,2.949,2.999,,,,Valid,Valid,196.9,114.0,621.2,262.1,113.6,621.1,258.6,190.1,261.5,188.3,0.4949,0.6401,0.4922,0.6432,0.4976,0.6369,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219095257,480855850319,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073063684,,,947,701,942,711,952,692,0.09688,0.12795,-0.98704,-0.00236,0.12117,-0.99263,3.093,2.921,3.003,,,,Valid,Valid,196.9,114.0,621.3,262.1,113.6,621.1,257.9,194.5,260.7,189.4,0.4934,0.6494,0.4907,0.6581,0.4961,0.6408,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219099257,480855854319,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073067684,,,949,703,937,710,961,696,0.09444,0.12779,-0.98729,0.00153,0.123,-0.99241,3.07,2.936,3.015,,,,Valid,Valid,196.9,114.0,621.3,262.1,113.6,621.1,256.3,194.4,263.1,190.5,0.4943,0.6512,0.4878,0.6577,0.5007,0.6447,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219103257,480855858319,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073071684,,,947,697,938,709,956,686,0.09507,0.12719,-0.98731,-0.00072,0.11856,-0.99295,3.093,2.921,3.015,,,,Valid,Valid,196.9,114.0,621.3,262.1,113.6,621.1,256.7,194.0,261.7,187.7,0.4933,0.6458,0.4885,0.6564,0.4981,0.6352,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219107257,480855862319,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073075684,,,948,707,938,717,958,697,0.09522,0.13068,-0.98684,-0.0001,0.12329,-0.99237,3.1,2.94,3.016,,,,Valid,Valid,196.9,114.0,621.3,262.1,113.6,621.1,256.8,196.2,262.1,190.7,0.4938,0.6546,0.4888,0.6639,0.4988,0.6453,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219111256,480855866318,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073079683,,,949,704,945,714,953,694,0.09825,0.12948,-0.9867,-0.00222,0.12212,-0.99251,3.092,2.954,3.016,,,,Valid,Valid,196.9,114.0,621.3,262.1,113.6,621.1,258.7,195.5,260.8,190.0,0.4943,0.6521,0.4924,0.6614,0.4963,0.6428,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219115257,480855870319,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073083684,,,942,701,933,701,952,700,0.093,0.12392,-0.98792,-0.0027,0.12469,-0.99219,3.057,2.944,3.005,,,,Valid,Valid,196.9,114.0,621.2,262.1,113.6,621.0,255.4,191.9,260.5,191.6,0.4908,0.6488,0.486,0.6492,0.4957,0.6483,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219119257,480855874319,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073087684,,,951,692,,,951,692,,,,-0.00312,0.12111,-0.99263,,2.94,3.007,,,,Invalid,Valid,,,,262.1,113.6,621.0,,,260.2,189.3,0.4952,0.6406,,,0.4952,0.6406,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
219123257,480855878319,Eye Tracker,LipReading_BJ,10/21/2025,YJN,Recording18,10/18/2025,10/18/2025,12:31:56.461,04:31:56.461,509276,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,8.2,4.5,5.5,0.7,0.38,0.46,30,16,20,11.7,13.6,7.7,1.06,1.22,0.69,43,50,28,16073091684,,,943,700,933,707,954,693,0.09288,0.12644,-0.98762,-0.00184,0.12142,-0.9926,3.07,2.928,3.004,,,,Valid,Valid,196.9,114.0,621.2,262.1,113.6,621.1,255.3,193.5,261.0,189.5,0.4913,0.648,0.4859,0.6547,0.4967,0.6413,Screen Recording,Screen Recording Recording18.mp4,1920,1080,0,0,960,540,Fixation,328,598,945,703,0.4921,0.6505,,,,,,,,,,,
