Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Average calibration accuracy (mm),Average calibration precision SD (mm),Average calibration precision RMS (mm),Average calibration accuracy (degrees),Average calibration precision SD (degrees),Average calibration precision RMS (degrees),Average calibration accuracy (pixels),Average calibration precision SD (pixels),Average calibration precision RMS (pixels),Average validation accuracy (mm),Average validation precision SD (mm),Average validation precision RMS (mm),Average validation accuracy (degrees),Average validation precision SD (degrees),Average validation precision RMS (degrees),Average validation accuracy (pixels),Average validation precision SD (pixels),Average validation precision RMS (pixels),Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Pupil diameter filtered,Eye openness left,Eye openness right,Eye openness filtered,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm),Ungrouped,Client area position X (DACSpx),Client area position Y (DACSpx),Viewport position X,Viewport position Y,Viewport width,Viewport height,Full page width,Full page height,Mouse position X,Mouse position Y
334290404,491338301911,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565966871,,,949,764,962,762,937,767,0.07968,0.17124,-0.982,-0.01502,0.17031,-0.98528,3.01,3.276,3.141,,,,Valid,Valid,209.7,93.3,660.9,266.4,95.6,660.7,263.3,208.5,256.3,209.8,0.4945,0.7077,0.5012,0.7056,0.4879,0.7098,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334294403,491338305910,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565970870,,,945,762,956,760,935,764,0.0771,0.1706,-0.98232,-0.0159,0.16918,-0.98546,3.007,3.274,3.14,,,,Valid,Valid,209.7,93.3,660.9,266.4,95.6,660.7,261.6,208.1,255.8,209.0,0.4923,0.7056,0.4979,0.704,0.4867,0.7072,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334298404,491338309911,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565974871,,,955,760,967,753,944,766,0.08169,0.16773,-0.98244,-0.01222,0.17027,-0.98532,3.003,3.274,3.142,,,,Valid,Valid,209.7,93.3,660.9,266.4,95.6,660.7,264.7,206.1,258.2,209.8,0.4976,0.7035,0.5037,0.6974,0.4914,0.7097,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334302403,491338313910,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565978870,,,952,758,966,750,939,765,0.08122,0.16669,-0.98266,-0.0143,0.16965,-0.9854,3.025,3.269,3.143,,,,Valid,Valid,209.7,93.3,660.9,266.4,95.6,660.7,264.4,205.4,256.8,209.3,0.496,0.7016,0.5031,0.6949,0.4888,0.7083,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334306404,491338317911,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565982871,,,949,760,959,752,940,769,0.07823,0.1674,-0.98278,-0.01368,0.1711,-0.98516,3.015,3.268,3.146,,,,Valid,Valid,209.7,93.3,660.9,266.4,95.6,660.7,262.4,205.8,257.3,210.3,0.4944,0.704,0.4993,0.6964,0.4896,0.7116,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334310403,491338321910,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565986870,,,952,760,962,762,943,757,0.07945,0.17133,-0.982,-0.01258,0.16665,-0.98594,3.022,3.271,3.146,,,,Valid,Valid,209.8,93.2,660.9,266.4,95.6,660.7,263.2,208.6,258.0,207.2,0.496,0.7034,0.501,0.7056,0.491,0.7012,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334314403,491338325910,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565990870,,,949,757,959,754,939,759,0.07841,0.16824,-0.98262,-0.014,0.1675,-0.98577,3.027,3.263,3.142,,,,Valid,Valid,209.8,93.2,660.9,266.4,95.6,660.7,262.5,206.4,257.1,207.8,0.4944,0.7007,0.4996,0.6983,0.4892,0.7031,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334318404,491338329911,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565994871,,,945,760,953,758,936,763,0.07578,0.16969,-0.98258,-0.01516,0.16892,-0.98551,3.009,3.274,3.143,,,,Valid,Valid,209.8,93.2,660.9,266.5,95.6,660.6,260.7,207.4,256.3,208.8,0.492,0.704,0.4962,0.7016,0.4878,0.7064,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334322404,491338333911,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5565998871,,,949,760,956,762,942,758,0.07707,0.17123,-0.98221,-0.01307,0.16691,-0.98589,3.015,3.259,3.141,,,,Valid,Valid,209.8,93.2,660.9,266.5,95.6,660.6,261.6,208.4,257.7,207.4,0.4942,0.7035,0.4979,0.7052,0.4904,0.7017,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
334326403,491338337910,Eye Tracker,LipReading_BJ,10/21/2025,YXY,Recording28,10/18/2025,10/18/2025,15:24:44.025,07:24:44.025,479854,Timeline1,Tobii I-VT (Fixation),1.241.54219,1080,1920,10.0,3.1,3.0,3.3,0.25,0.24,0.27,11,11,12,6.9,11.2,7.6,0.57,0.93,0.63,25,41,28,5566002870,,,950,757,962,754,937,759,0.07946,0.16821,-0.98254,-0.01487,0.16747,-0.98577,3.006,3.274,3.141,,,,Valid,Valid,209.8,93.2,660.9,266.5,95.6,660.6,263.2,206.4,256.5,207.8,0.4946,0.7006,0.501,0.6982,0.4882,0.703,Screen Recording,Screen Recording Recording28.mp4,1920,1080,0,0,960,540,Fixation,3392,812,951,769,0.4955,0.7122,,,,,,,,,,,
